customer_id,age,gender,income,region,visits_last_month,online_purchases,store_purchases,total_spending,loyalty_member
1208,61,Male,93469,Northeast,1,1,2,309.7,Yes
1209,41,Female,86809,Midwest,3,1,6,551.36,No
1210,32,Male,34008,South,6,2,1,183.48,No
1211,49,Male,76595,Midwest,4,1,2,345.42,No
1212,49,Male,76228,Midwest,1,3,3,605.55,Yes
1213,41,Male,37035,Northeast,5,5,4,581.7,Yes
1214,58,Male,76376,South,1,1,1,207.66,Yes
1215,69,Male,90759,West,3,2,2,374.33,Yes
1216,66,Female,37549,Midwest,5,3,2,319.68,Yes
1217,66,Female,41650,Northeast,3,3,2,476.17,Yes
1218,69,Male,80353,Northeast,4,3,3,677.0,Yes
1219,29,Female,65430,West,5,2,3,535.89,Yes
1220,56,Female,71030,Northeast,5,0,0,65.59,Yes
1221,19,Female,66812,Midwest,2,2,5,333.44,Yes
1222,20,Male,67814,Northeast,4,3,4,671.79,No
1223,66,Female,33471,South,4,2,4,383.07,Yes
1224,54,Male,80946,South,7,0,0,55.87,No
1225,66,Female,83392,Midwest,2,3,3,605.14,Yes
1226,34,Male,55412,South,1,4,4,547.47,No
1227,66,Male,59130,West,5,1,2,183.97,Yes
1228,19,Female,29378,Northeast,3,4,1,572.44,Yes
1229,19,Female,70285,Midwest,3,0,2,251.23,No
1230,45,Male,71441,West,7,3,4,526.15,No
1231,40,Female,58756,Northeast,4,3,3,526.37,Yes
1232,54,Female,82487,West,5,3,2,527.43,Yes
1233,49,Female,53318,Midwest,5,3,2,557.13,No
1234,50,Male,71292,Midwest,2,2,3,347.62,Yes
1235,18,Male,39607,West,4,1,2,205.04,Yes
1236,36,Female,59529,Northeast,7,3,3,354.42,No
1237,19,Female,56513,South,3,1,1,220.35,No
1238,61,Female,64506,South,6,3,5,718.06,Yes
1239,43,Male,52609,West,8,3,1,308.22,No
1240,49,Male,57371,Midwest,6,3,3,375.27,No
1241,23,Female,76521,Northeast,3,2,3,485.29,Yes
1242,49,Female,51265,Northeast,4,3,2,354.69,No
1243,21,Female,27868,Midwest,2,1,2,301.11,Yes
1244,28,Female,94992,South,3,2,3,496.46,No
1245,34,Female,87629,Northeast,5,1,4,274.05,No
1246,55,Female,34155,West,4,4,3,611.88,Yes
1247,41,Male,73794,South,2,3,0,326.91,No
1248,22,Female,49941,West,4,4,2,529.95,Yes
1249,69,Male,65270,South,6,4,1,384.83,Yes
1250,51,Female,65884,Midwest,6,4,1,433.47,No
1251,23,Female,55312,West,8,4,3,641.13,No
1252,39,Male,44325,West,0,1,2,261.54,No
1253,28,Male,46189,Midwest,5,0,2,181.68,No
1254,65,Male,41676,West,2,0,3,314.44,No
1255,33,Male,43364,South,5,4,2,617.83,Yes
1256,50,Female,58656,Northeast,1,3,3,414.08,Yes
1257,26,Male,45685,Northeast,2,0,3,245.38,Yes
1258,23,Female,73641,Midwest,3,1,2,229.3,Yes
1259,33,Male,89745,South,4,2,4,597.06,No
1260,46,Female,48399,West,1,1,2,325.57,No
1261,20,Female,64788,West,3,1,3,363.44,No
1262,37,Female,69994,Northeast,5,6,2,790.59,No
1263,53,Female,69440,West,3,1,2,394.0,Yes
1264,36,Female,61519,Northeast,5,2,2,334.9,Yes
1265,43,Female,74854,Midwest,7,0,3,225.06,No
1266,20,Male,69645,West,3,1,3,360.54,No
1267,36,Female,35247,South,3,1,3,380.02,Yes
1268,37,Male,77383,West,6,2,2,463.47,Yes
1269,49,Male,77746,Northeast,5,1,3,299.64,Yes
1270,24,Female,44734,Midwest,3,0,1,136.15,No
1271,69,Male,60759,Northeast,3,1,4,540.25,No
1272,58,Female,73667,West,5,3,4,496.06,Yes
1273,50,Male,55814,Northeast,3,1,2,286.88,Yes
1274,57,Female,81460,Northeast,1,1,1,194.77,Yes
1275,56,Male,107277,Midwest,5,3,3,525.54,Yes
1276,35,Female,44280,South,7,3,3,482.45,Yes
1277,57,Female,32379,West,3,1,2,223.55,Yes
1278,18,Female,66076,Midwest,1,0,4,477.47,Yes
1279,28,Female,74431,South,4,4,4,625.35,Yes
1280,45,Male,55383,Northeast,4,2,2,395.36,No
1281,42,Female,89065,South,8,1,4,375.81,Yes
1282,67,Male,33228,Northeast,3,3,3,646.27,No
1283,40,Male,73858,Northeast,4,1,1,191.5,No
1284,48,Male,47883,Midwest,4,1,4,411.52,Yes
1285,47,Female,94388,Northeast,8,4,0,556.67,Yes
1286,59,Male,99850,Midwest,3,4,5,709.9,Yes
1287,52,Male,44667,South,2,1,1,161.25,Yes
1288,24,Male,49009,South,3,2,4,454.18,Yes
1289,33,Female,77192,Northeast,5,4,2,561.48,No
1290,43,Female,52257,Midwest,5,2,1,276.66,Yes
1291,65,Male,59092,Northeast,6,2,5,406.78,Yes
1292,69,Female,60508,Midwest,5,1,3,420.17,No
1293,66,Female,21607,Midwest,5,2,2,308.32,Yes
1294,19,Male,59723,Midwest,6,1,2,341.9,Yes
1295,18,Male,46205,South,0,3,7,567.35,No
1296,65,Female,50138,Midwest,3,4,4,586.07,Yes
1297,29,Male,88873,South,1,3,2,569.59,No
1298,22,Female,34870,Midwest,6,1,0,118.52,No
1299,54,Female,76264,South,1,0,2,152.18,No
1300,49,Female,54421,West,7,1,1,238.54,Yes
1301,26,Female,54405,South,3,4,2,721.11,Yes
1302,58,Female,75807,South,3,1,3,313.25,Yes
1303,52,Female,66801,Northeast,3,2,3,463.15,No
1304,36,Male,71412,Midwest,3,0,3,315.45,No
1305,65,Male,79364,West,4,5,4,802.52,Yes
1306,33,Female,53374,Northeast,5,2,1,219.18,No
1307,20,Female,47755,Midwest,4,1,4,495.83,Yes
1308,37,Female,38297,West,2,3,4,565.0,Yes
1309,41,Male,43492,West,3,4,2,397.86,Yes
1310,50,Female,118982,West,4,1,4,451.84,Yes
1311,41,Male,84894,Midwest,2,1,6,594.88,No
1312,69,Female,32979,West,3,4,6,646.38,Yes
1313,28,Female,33551,West,0,4,2,409.55,No
1314,66,Male,69637,Northeast,8,1,2,280.45,No
1315,25,Male,70945,South,4,2,0,294.56,No
1316,53,Female,70978,Midwest,3,3,3,362.06,Yes
1317,55,Female,54901,South,8,2,1,243.96,No
1318,57,Female,57491,Northeast,5,3,5,602.6,Yes
1319,37,Male,66558,South,3,2,5,531.87,No
1320,52,Male,61718,West,5,8,3,624.33,Yes
1321,65,Male,20000,West,1,2,2,249.68,No
1322,42,Male,55404,Midwest,4,1,3,425.53,No
1323,52,Male,42972,Midwest,3,1,4,409.57,No
1324,42,Male,63504,Midwest,1,0,2,248.58,No
1325,46,Female,119705,Northeast,3,0,3,506.86,Yes
1326,35,Female,67350,Midwest,4,2,2,365.7,Yes
1327,63,Male,53729,Northeast,1,1,2,286.8,Yes
1328,35,Female,78436,West,6,3,1,366.63,Yes
1329,19,Female,69654,South,2,2,1,271.66,Yes
1330,52,Male,68402,West,4,1,5,342.95,Yes
1331,33,Female,72137,West,4,1,2,334.06,No
1332,58,Male,101131,West,6,2,5,488.86,No
1333,53,Male,37382,Midwest,3,4,2,527.25,Yes
1334,50,Female,69473,Midwest,3,2,1,289.73,Yes
1335,21,Male,41472,Midwest,2,2,5,610.8,Yes
1336,50,Male,71110,South,7,1,4,280.82,Yes
1337,31,Male,41626,Midwest,2,1,3,325.76,No
1338,38,Male,51653,Northeast,4,1,1,194.23,Yes
1339,65,Male,54098,West,5,1,6,469.11,No
1340,37,Male,79516,South,2,2,2,329.0,Yes
1341,25,Male,78369,South,5,2,3,349.65,No
1342,24,Male,35086,South,5,4,0,219.43,No
1343,20,Female,61099,South,3,3,3,591.41,No
1344,34,Female,45808,South,4,4,4,499.82,Yes
1345,50,Female,34830,Northeast,4,5,4,863.32,Yes
1346,65,Male,55660,West,2,3,4,541.75,Yes
1347,29,Male,53830,South,3,2,0,181.13,No
1348,68,Female,108534,West,3,1,4,528.07,Yes
1349,39,Female,68659,Midwest,3,3,5,895.59,No
1350,39,Female,32448,South,6,2,3,356.75,No
1351,63,Male,48705,South,1,0,2,154.97,No
1352,47,Female,80428,West,2,4,3,691.89,No
1353,55,Female,101769,South,3,3,5,749.23,Yes
1354,55,Male,28280,South,1,2,0,193.16,Yes
1355,62,Female,22402,South,6,0,4,217.09,No
1356,68,Male,97419,Northeast,4,1,1,253.97,No
1357,25,Male,67792,Northeast,3,6,6,1402.13,No
1358,44,Male,42634,South,9,1,3,271.22,No
1359,44,Female,70693,Northeast,5,3,4,575.4,No
1360,51,Female,20000,Midwest,6,2,1,341.34,Yes
1361,38,Male,60068,South,5,4,4,668.14,No
1362,47,Female,66556,Midwest,3,0,6,509.41,Yes
1363,50,Female,78485,West,4,2,2,416.2,Yes
1364,45,Female,39722,Midwest,5,3,6,951.67,Yes
1365,64,Female,61714,West,7,1,4,282.63,Yes
1366,50,Male,41492,South,1,0,4,314.63,Yes
1367,22,Female,65108,West,6,1,3,376.96,Yes
1368,65,Male,42093,West,3,4,3,593.06,Yes
1369,36,Male,51838,Midwest,5,2,2,230.19,Yes
1370,21,Female,40084,Midwest,3,1,3,319.04,Yes
1371,52,Male,73023,Midwest,5,1,3,335.47,No
1372,66,Female,77169,South,4,2,3,310.7,Yes
1373,34,Female,55308,South,6,1,2,264.97,Yes
1374,61,Male,60765,Midwest,4,3,2,375.68,Yes
1375,45,Male,31028,South,6,4,5,786.86,Yes
1376,47,Male,54006,South,5,2,1,353.73,No
1377,46,Male,58996,West,2,2,2,486.74,No
1378,63,Female,112416,West,1,4,6,1089.22,No
1379,23,Female,37761,Midwest,1,1,4,375.04,Yes
1380,52,Female,89284,South,3,1,1,242.0,Yes
1381,58,Male,79937,West,5,2,3,663.82,Yes
1382,54,Male,65613,Northeast,3,1,3,475.37,No
1383,41,Male,95172,South,5,1,2,340.69,No
1384,46,Female,67442,Northeast,4,3,1,437.36,No
1385,66,Male,67783,Midwest,3,5,4,765.05,Yes
1386,63,Female,58938,South,6,3,5,840.58,Yes
1387,48,Male,84471,Midwest,5,1,2,395.23,Yes
1388,52,Female,81929,Midwest,6,2,1,434.18,No
1389,50,Female,47486,Midwest,2,6,4,772.07,Yes
1390,69,Male,33615,Midwest,5,1,3,237.3,Yes
1391,38,Male,55940,Midwest,6,2,5,721.23,No
1392,49,Female,43999,South,3,4,2,603.99,No
1393,40,Female,58730,Northeast,5,3,1,507.79,Yes
1394,50,Male,84749,South,5,2,2,461.77,Yes
1395,20,Male,50854,South,6,0,1,165.05,No
1396,35,Female,59144,South,3,5,7,976.38,No
1397,42,Male,61160,West,6,0,2,156.88,No
1398,59,Female,76969,West,11,1,6,550.06,Yes
1399,48,Female,20000,South,5,2,3,316.75,No
1400,20,Male,47866,Northeast,6,2,1,349.52,No
1401,57,Male,64226,South,5,4,4,661.84,No
1402,63,Male,84002,Midwest,5,3,7,689.78,Yes
1403,41,Male,50162,West,2,2,0,232.02,Yes
1404,67,Male,22469,West,10,2,5,399.44,Yes
1405,49,Female,72394,South,2,1,3,490.85,No
1406,64,Female,47293,South,2,1,5,342.02,Yes
1407,39,Male,36207,Northeast,2,1,3,356.03,Yes
1408,40,Male,47513,Northeast,3,6,2,690.79,Yes
1409,19,Male,56309,Midwest,3,0,3,160.47,No
1410,44,Female,47905,South,3,3,2,486.52,No
1411,59,Male,20000,South,3,4,5,725.37,No
1412,19,Male,77941,South,7,3,3,504.78,No
1413,43,Female,85498,West,5,3,4,741.63,No
1414,34,Female,73030,Midwest,6,0,2,296.26,Yes
1415,57,Male,37246,Northeast,1,0,1,116.81,No
1416,50,Male,55970,West,4,2,5,538.02,Yes
1417,26,Male,59870,West,3,2,4,545.12,Yes
1418,60,Female,71976,West,7,0,5,359.98,Yes
1419,65,Male,73367,West,4,1,5,393.92,Yes
1420,56,Male,45317,Midwest,3,0,3,337.4,Yes
1421,46,Male,61640,South,7,6,5,1219.79,Yes
1422,59,Female,69146,Northeast,1,2,2,365.89,Yes
1423,43,Female,89116,Northeast,4,5,1,555.06,Yes
1424,52,Male,74090,West,3,4,3,716.77,Yes
1425,67,Male,75781,West,5,1,6,629.59,No
1426,42,Female,61677,Midwest,2,4,4,598.78,No
1427,41,Female,88209,West,4,4,1,575.56,No
1428,30,Female,68195,Northeast,4,2,6,779.92,No
1429,24,Female,42778,Northeast,4,1,3,393.57,No
1430,53,Female,88067,South,6,2,2,318.83,No
1431,62,Female,73958,South,8,2,0,291.07,No
1432,37,Female,51139,Northeast,5,2,4,595.82,Yes
1433,18,Female,50410,Northeast,3,4,1,503.49,Yes
1434,25,Female,65932,Midwest,4,0,4,292.19,Yes
1435,63,Male,69264,Midwest,4,1,2,353.23,No
1436,33,Male,63946,Northeast,4,1,6,752.98,No
1437,31,Male,66226,West,7,2,2,452.15,Yes
1438,29,Female,93999,South,5,3,2,254.88,Yes
1439,68,Male,81431,Northeast,5,0,6,475.76,Yes
1440,40,Female,63813,West,6,1,5,669.76,No
1441,32,Female,78826,Northeast,2,1,1,337.4,Yes
1442,45,Male,39350,South,7,0,4,223.01,Yes
1443,51,Female,67959,South,3,1,1,185.33,Yes
1444,19,Male,96186,Midwest,5,2,4,728.09,No
1445,49,Male,55639,Midwest,2,1,3,401.36,No
1446,40,Male,43047,Midwest,4,2,3,442.36,No
1447,39,Female,46958,Midwest,6,3,3,696.93,Yes
1448,68,Male,38207,South,6,3,1,289.93,Yes
1449,42,Female,44305,West,0,2,3,461.78,Yes
1450,39,Male,52590,West,0,2,2,265.41,Yes
1451,39,Male,31889,West,2,0,3,294.21,No
1452,66,Male,60312,Northeast,4,1,3,336.85,Yes
1453,69,Female,78046,Midwest,3,1,1,284.25,No
1454,59,Female,41845,Midwest,4,2,3,524.77,Yes
1455,23,Female,90386,South,3,6,4,811.36,No
1456,32,Male,70216,South,8,1,3,290.35,Yes
1457,60,Male,80612,Northeast,6,1,4,458.24,Yes
1458,54,Female,46843,Northeast,3,3,4,611.16,No
1459,50,Female,77091,West,0,4,2,779.82,No
1460,25,Female,38161,South,2,1,2,330.31,No
1461,61,Female,77805,Midwest,3,2,0,220.72,No
1462,61,Female,63437,West,6,2,2,308.35,Yes
1463,22,Female,71065,Midwest,3,1,4,286.16,Yes
1464,56,Male,36488,West,4,1,3,204.7,No
1465,21,Female,42099,Midwest,9,0,2,232.06,Yes
1466,23,Male,71945,Northeast,7,1,6,676.56,Yes
1467,62,Male,41033,West,3,2,1,346.62,No
1468,49,Female,69264,Midwest,2,3,2,442.3,No
1469,69,Female,32657,Midwest,2,2,6,579.41,Yes
1470,47,Male,76963,South,2,5,1,421.15,Yes
1471,64,Female,35350,West,4,1,2,214.16,Yes
1472,52,Female,71046,Midwest,6,1,5,486.84,Yes
1473,57,Male,72513,South,3,1,3,518.31,No
1474,69,Male,46065,Midwest,3,3,7,792.96,Yes
1475,33,Male,71641,West,5,2,2,333.05,Yes
1476,30,Female,65209,Northeast,5,0,2,238.86,No
1477,67,Male,49223,West,5,2,1,365.1,No
1478,59,Female,39829,West,7,2,0,130.36,No
1479,47,Male,20747,Midwest,3,1,2,181.62,Yes
1480,36,Male,66993,Midwest,2,0,2,152.74,No
1481,34,Male,28704,West,1,1,4,274.94,Yes
1482,36,Female,61907,South,6,3,1,404.65,Yes
1483,45,Female,54731,South,4,1,6,651.55,No
1484,43,Male,73583,South,4,5,3,753.18,Yes
1485,54,Male,53959,Midwest,6,2,6,633.23,No
1486,43,Male,53411,Midwest,1,3,5,723.95,Yes
1487,40,Female,74637,West,4,2,1,280.06,No
1488,26,Male,66701,Northeast,3,0,3,179.88,Yes
1489,29,Female,66323,Midwest,4,1,5,466.02,No
1490,18,Male,69385,West,4,1,1,220.68,No
1491,18,Male,29289,West,4,3,4,570.86,No
1492,64,Male,75136,Northeast,2,4,3,671.07,Yes
1493,51,Male,72249,South,2,2,1,272.49,No
1494,49,Male,39666,West,7,3,2,466.84,Yes
1495,65,Male,55118,West,7,0,3,283.18,Yes
1496,42,Female,59214,West,2,0,2,185.89,No
1497,57,Male,57310,South,5,1,3,394.82,Yes
1498,62,Female,66677,South,3,2,3,419.06,Yes
1499,18,Male,88627,Northeast,4,2,3,500.34,No
1500,33,Male,81635,Midwest,1,2,3,380.74,Yes
1501,56,Female,33756,South,3,2,2,316.61,No
1502,22,Male,72441,Midwest,5,0,1,116.94,No
1503,39,Female,86579,Midwest,2,2,1,328.79,Yes
