customer_id,age,gender,income,region,visits_last_month,online_purchases,store_purchases,total_spending,loyalty_member
2053,28.0,Female,35648.0,Midwest,3,1,1,86.07,Yes
2054,40.0,Female,72455.0,South,1,4,4,641.89,No
2055,31.0,Female,68118.0,Midwest,3,5,7,844.03,Yes
2056,36.0,Male,75961.0,West,4,2,4,551.7,Yes
2057,54.0,Female,84487.0,Midwest,5,3,2,344.86,No
2058,33.0,Male,43299.0,Northeast,6,1,1,141.02,Yes
2059,61.0,Female,36538.0,South,7,1,2,195.86,No
2060,45.0,Female,618.0,West,3,2,3,232.78,No
2061,62.0,Male,44071.0,Northeast,6,3,1,287.5,No
2062,48.0,Male,82750.0,Northeast,2,0,0,0.0,Yes
2063,24.0,Male,30978.0,West,6,2,4,440.39,Yes
2064,63.0,Male,73618.0,Midwest,4,3,5,434.6,Yes
2065,69.0,Male,48840.0,Northeast,6,3,1,340.0,No
2066,44.0,Male,62216.0,South,6,2,3,358.3,Yes
2067,34.0,Female,62360.0,Midwest,3,2,1,221.23,No
2068,24.0,Female,62049.0,Midwest,5,1,2,234.87,Yes
2069,,Female,57187.0,West,4,2,4,621.34,Yes
2070,57.0,Female,63865.0,Midwest,4,1,3,206.51,No
2071,29.0,Male,94696.0,Northeast,4,1,2,192.51,Yes
2072,25.0,Male,80931.0,Northeast,2,2,3,338.69,No
2073,19.0,Male,68031.0,South,4,1,3,171.91,Yes
2074,61.0,Female,57133.0,Northeast,3,0,2,147.71,Yes
2075,55.0,Female,48096.0,Midwest,6,2,3,403.17,No
2076,43.0,Female,44362.0,West,6,3,4,586.0,Yes
2077,68.0,Male,28892.0,Northeast,3,3,2,485.09,Yes
2078,38.0,Female,63000.0,South,7,1,6,637.87,Yes
2079,67.0,Female,52794.0,Northeast,6,2,3,375.62,Yes
2080,30.0,Male,56509.0,Midwest,6,2,3,369.54,Yes
2081,36.0,Male,68016.0,Midwest,4,2,3,400.43,Yes
2082,35.0,Male,63236.0,South,7,0,3,125.96,Yes
2083,19.0,Male,34585.0,Midwest,5,3,4,405.06,No
2084,69.0,Male,69690.0,West,4,3,4,572.53,Yes
2085,62.0,Female,21986.0,West,3,1,1,142.94,No
2086,59.0,Female,78701.0,West,0,0,4,363.83,Yes
2087,66.0,Male,55507.0,Midwest,2,2,3,258.56,Yes
2088,45.0,Female,53275.0,Northeast,4,1,4,210.46,Yes
2089,67.0,Male,37965.0,West,3,0,1,36.99,Yes
2090,40.0,Male,47504.0,Northeast,2,2,7,702.95,No
2091,21.0,Female,69924.0,South,4,3,4,542.89,Yes
2092,21.0,Female,97395.0,Midwest,3,1,4,328.4,No
2093,29.0,Male,67494.0,West,4,1,2,227.32,Yes
2094,39.0,Female,80325.0,Midwest,2,3,3,437.02,Yes
2095,,Female,61145.0,South,8,0,3,241.98,Yes
2096,57.0,Male,24903.0,Midwest,4,1,4,383.83,Yes
2097,59.0,Female,52104.0,Midwest,5,4,4,641.56,Yes
2098,52.0,Male,81561.0,Northeast,6,0,3,151.05,Yes
2099,21.0,Female,46572.0,Northeast,7,1,2,221.67,No
2100,29.0,Female,71340.0,Northeast,3,3,3,348.84,Yes
2101,21.0,Male,77232.0,Midwest,3,3,5,399.89,Yes
2102,69.0,Male,59597.0,Northeast,2,4,3,508.5,No
2103,48.0,Male,35185.0,West,2,1,2,153.56,Yes
2104,24.0,Male,53075.0,West,5,3,4,528.03,Yes
2105,27.0,Male,64654.0,Northeast,4,0,4,250.06,No
2106,41.0,Female,,Northeast,7,0,3,157.57,Yes
2107,32.0,Male,58558.0,South,5,3,4,544.07,Yes
2108,56.0,Female,59536.0,South,3,4,2,561.85,No
2109,37.0,Female,36270.0,Northeast,5,1,5,359.4,No
2110,24.0,Female,63352.0,Northeast,1,4,2,465.24,No
2111,30.0,Male,56875.0,West,3,3,2,295.13,Yes
2112,45.0,Male,63755.0,West,5,5,3,550.01,No
2113,56.0,Male,28835.0,South,1,1,3,311.84,No
2114,35.0,Male,91164.0,South,2,2,6,600.88,No
2115,64.0,Female,22570.0,Northeast,5,2,3,,No
2116,28.0,Female,66963.0,South,7,3,3,477.9,No
2117,53.0,Male,45197.0,South,3,2,0,87.72,Yes
2118,53.0,Female,49309.0,West,1,3,2,243.15,Yes
2119,19.0,Female,51415.0,South,5,5,2,538.97,Yes
2120,65.0,Male,45266.0,Northeast,2,1,2,226.22,No
2121,63.0,Female,23751.0,Midwest,3,2,3,366.88,No
2122,34.0,Male,81097.0,West,2,1,4,325.47,Yes
2123,23.0,Male,21190.0,West,4,1,1,131.79,No
2124,58.0,Female,57794.0,Midwest,2,3,3,558.56,Yes
2125,63.0,Male,56026.0,Midwest,5,3,1,264.6,Yes
2126,40.0,Female,91753.0,Midwest,2,1,3,211.58,Yes
2127,64.0,Male,18006.0,Midwest,9,3,2,430.94,No
2128,33.0,Female,21953.0,South,3,3,1,239.19,No
2129,58.0,Male,13449.0,South,7,0,1,77.59,Yes
2130,43.0,Female,88842.0,South,1,1,6,416.22,No
2131,63.0,Male,54719.0,Northeast,4,2,3,500.05,No
2132,67.0,Female,74227.0,Northeast,7,1,3,261.19,Yes
2133,18.0,Female,54587.0,West,6,2,1,233.11,Yes
2134,53.0,Female,67428.0,Northeast,1,3,6,844.83,No
2135,47.0,Female,51165.0,South,5,1,2,271.16,No
2136,19.0,Female,50747.0,Midwest,2,2,4,396.66,No
2137,37.0,Female,68008.0,West,6,3,3,401.42,Yes
2138,22.0,Female,73643.0,Midwest,1,2,4,417.21,No
2139,48.0,Male,65813.0,West,3,1,3,232.29,No
2140,25.0,Male,58395.0,West,5,2,2,310.89,Yes
2141,47.0,Female,62281.0,South,7,3,2,463.05,Yes
2142,56.0,Female,66593.0,Midwest,5,2,5,572.39,No
2143,19.0,Female,43045.0,West,2,2,3,206.62,No
2144,30.0,Male,33605.0,Northeast,3,0,3,170.2,No
2145,21.0,Male,85802.0,Northeast,10,1,0,,No
2146,62.0,Female,54740.0,West,6,4,3,625.98,Yes
2147,69.0,Female,30338.0,South,4,2,0,130.91,Yes
2148,25.0,Male,84761.0,South,3,3,5,416.85,Yes
2149,56.0,Female,66129.0,Northeast,3,3,4,546.01,No
2150,42.0,Male,53410.0,Northeast,4,2,1,338.09,No
2151,,Male,75938.0,South,3,1,0,49.47,Yes
2152,31.0,Male,52783.0,Northeast,2,3,8,620.55,Yes
2153,46.0,Male,43883.0,Midwest,3,0,6,595.77,Yes
2154,62.0,Male,53289.0,South,6,4,3,409.7,Yes
2155,38.0,Female,75953.0,South,2,1,3,269.03,Yes
2156,54.0,Male,83947.0,South,2,2,2,314.72,No
2157,66.0,Female,,West,0,0,5,348.06,Yes
2158,50.0,Male,,South,5,3,2,220.58,No
2159,58.0,Female,104832.0,Midwest,1,0,4,227.33,Yes
2160,42.0,Male,73290.0,West,2,1,3,,Yes
2161,63.0,Male,74803.0,South,1,2,3,259.86,No
2162,31.0,Female,53048.0,Midwest,2,2,2,335.79,No
2163,26.0,Female,32683.0,West,4,1,0,70.15,No
2164,32.0,Male,58451.0,Midwest,3,2,4,446.55,Yes
2165,24.0,Male,69523.0,Northeast,3,0,2,186.84,No
2166,19.0,Male,55215.0,West,1,2,0,203.31,Yes
2167,48.0,Female,54684.0,Midwest,3,1,0,105.71,Yes
2168,24.0,Female,31663.0,Northeast,3,3,4,626.95,No
2169,58.0,Male,62282.0,South,5,3,4,474.52,No
2170,28.0,Male,98243.0,West,5,4,5,697.16,Yes
2171,30.0,Male,73938.0,Northeast,2,5,1,528.69,Yes
2172,30.0,Male,75236.0,Midwest,6,2,3,313.3,No
2173,43.0,Male,64004.0,South,6,3,3,251.75,No
2174,60.0,Male,37245.0,West,4,4,3,329.64,Yes
2175,67.0,Female,100600.0,West,4,1,3,291.6,No
2176,25.0,Male,41939.0,South,3,0,1,83.88,No
2177,31.0,Female,26049.0,South,2,4,6,602.43,Yes
2178,62.0,Female,,Midwest,2,2,2,250.05,Yes
2179,19.0,Female,25034.0,Midwest,6,3,1,227.7,Yes
2180,59.0,Female,55303.0,South,6,0,4,395.36,No
2181,32.0,Female,11060.0,South,4,3,1,273.99,Yes
2182,41.0,Male,65318.0,West,2,4,7,716.7,No
2183,51.0,Male,85338.0,Northeast,6,3,3,537.33,No
2184,21.0,Male,54670.0,West,4,4,3,516.32,No
2185,35.0,Female,75607.0,South,3,3,2,,No
2186,42.0,Female,49540.0,South,7,4,4,806.97,No
2187,64.0,Female,70480.0,South,4,3,1,271.33,Yes
2188,-5.0,Male,58195.0,West,8,2,1,138.68,No
2189,23.0,Male,67573.0,Midwest,7,1,3,210.45,Yes
2190,51.0,Female,31060.0,Midwest,3,1,1,132.93,Yes
2191,68.0,Female,68639.0,Northeast,5,4,2,322.53,No
2192,55.0,Male,29266.0,Northeast,6,1,3,,Yes
2193,20.0,Female,69589.0,West,2,2,3,459.32,Yes
2194,36.0,Male,61447.0,Northeast,5,1,3,313.54,Yes
2195,64.0,Female,34249.0,West,1,3,4,524.39,Yes
2196,63.0,Male,40118.0,Midwest,4,0,2,128.63,Yes
2197,53.0,Male,84867.0,West,4,4,3,560.51,No
2198,36.0,Male,39637.0,Midwest,3,0,3,298.82,Yes
2199,45.0,Female,55469.0,Northeast,3,1,1,196.86,Yes
2200,64.0,Male,64935.0,West,2,2,2,333.34,No
2201,27.0,Male,14328.0,South,3,1,3,354.65,Yes
2202,35.0,Female,44935.0,West,3,0,4,157.28,Yes
2203,21.0,Male,71269.0,Northeast,6,1,3,167.9,No
2204,29.0,Female,46581.0,Northeast,4,0,4,163.13,No
2205,44.0,Female,74308.0,Midwest,5,1,2,158.62,No
2206,46.0,Male,46195.0,Northeast,3,4,1,276.89,No
2207,29.0,Male,71452.0,Northeast,3,1,3,332.94,No
2208,28.0,Female,72274.0,Northeast,1,2,5,389.09,No
2209,21.0,Male,66915.0,Northeast,5,1,1,126.01,Yes
2210,63.0,Female,71726.0,West,5,2,2,294.22,No
2211,41.0,Female,38409.0,Northeast,8,2,3,341.04,No
2212,43.0,Female,7609.0,Northeast,12,1,0,47.16,Yes
2213,45.0,Female,75098.0,South,3,1,1,128.2,No
2214,64.0,Male,82888.0,Midwest,3,3,4,565.45,No
2215,21.0,Female,83724.0,South,3,2,0,140.76,No
2216,53.0,Male,34073.0,West,1,3,2,315.96,No
2217,,Male,28071.0,Northeast,4,6,3,566.78,No
2218,39.0,Female,75535.0,South,4,4,4,492.65,Yes
2219,66.0,Male,74400.0,Northeast,4,1,2,227.34,Yes
2220,41.0,Male,70731.0,West,4,4,2,400.51,No
2221,41.0,Female,81517.0,South,6,3,3,448.65,No
2222,54.0,Male,51165.0,Northeast,2,1,3,326.95,Yes
2223,22.0,Female,44462.0,Midwest,2,0,3,219.65,Yes
2224,23.0,Male,54368.0,Northeast,4,1,3,284.62,No
2225,66.0,Male,66095.0,Northeast,7,2,4,409.77,No
2226,27.0,Male,41342.0,Northeast,1,4,2,512.64,Yes
2227,20.0,Female,85066.0,Northeast,3,0,6,415.26,Yes
2228,55.0,Female,52848.0,Midwest,1,1,2,151.13,Yes
2229,51.0,Female,52883.0,South,4,3,3,394.98,Yes
2230,-5.0,Male,3402.0,Midwest,4,2,4,556.74,No
2231,27.0,Female,71432.0,Northeast,4,2,3,418.52,No
2232,33.0,Male,51515.0,West,3,0,3,220.38,Yes
2233,46.0,Female,30164.0,Northeast,2,1,1,155.81,No
2234,20.0,Male,130939.0,Northeast,6,3,3,313.44,No
2235,28.0,Male,67308.0,Midwest,3,2,2,331.42,Yes
2236,54.0,Male,49917.0,West,4,3,4,548.59,Yes
2237,21.0,Male,74415.0,Northeast,3,2,2,199.13,Yes
2238,66.0,Male,47125.0,South,4,1,3,225.34,No
2239,21.0,Male,24906.0,Northeast,9,3,1,220.05,Yes
2240,41.0,Female,73486.0,West,1,1,3,350.64,Yes
2241,45.0,Male,98974.0,South,4,6,3,349.36,No
2242,52.0,Male,57414.0,Midwest,6,1,1,151.01,No
2243,55.0,Female,44237.0,Northeast,8,2,2,224.46,No
2244,,Female,76098.0,West,4,0,0,0.0,No
2245,41.0,Female,57038.0,Northeast,4,1,7,736.01,No
2246,39.0,Male,89462.0,Northeast,5,4,3,648.9,Yes
2247,43.0,Female,78196.0,West,4,4,0,445.69,No
2248,35.0,Female,37337.0,West,10,1,3,197.74,No
2249,20.0,Male,43605.0,Midwest,6,1,4,392.73,Yes
2250,63.0,Female,70440.0,Midwest,3,3,5,762.3,Yes
2251,28.0,Male,89923.0,West,4,1,3,350.36,Yes
2252,,Female,52647.0,South,2,2,0,196.08,Yes
2253,50.0,Male,74903.0,South,7,4,3,457.78,Yes
2254,43.0,Female,41244.0,Northeast,3,1,0,61.43,Yes
2255,53.0,Male,7313.0,Northeast,5,3,3,323.62,No
2256,21.0,Male,114916.0,West,5,1,4,199.12,Yes
2257,69.0,Male,104746.0,West,1,3,5,436.53,No
2258,19.0,Female,77133.0,West,7,1,1,150.06,Yes
2259,25.0,Male,56905.0,West,6,3,1,254.69,Yes
2260,24.0,Male,68912.0,Midwest,2,2,4,486.59,Yes
2261,53.0,Female,38827.0,Northeast,2,2,4,501.96,Yes
2262,51.0,Male,95230.0,South,3,2,4,308.5,Yes
2263,57.0,Female,55510.0,Northeast,6,1,1,122.18,Yes
2264,36.0,Female,47452.0,South,7,1,1,129.1,Yes
2265,46.0,Male,82177.0,West,2,3,2,308.35,No
2266,56.0,Female,44669.0,Midwest,4,3,1,346.72,Yes
2267,23.0,Female,86224.0,West,6,1,2,189.93,Yes
2268,27.0,Female,,Midwest,4,3,0,351.04,Yes
2269,58.0,Female,56676.0,Midwest,4,4,2,316.01,Yes
2270,59.0,Female,68868.0,Northeast,1,2,1,278.92,No
2271,22.0,Male,50102.0,Midwest,4,1,2,279.13,Yes
2272,41.0,Female,59336.0,West,2,6,3,795.89,Yes
2273,58.0,Female,89979.0,Northeast,5,1,8,534.19,No
2274,39.0,Female,51612.0,West,3,3,4,425.05,No
2275,43.0,Male,69892.0,Midwest,3,1,2,185.19,Yes
2276,,Female,59161.0,West,5,0,3,146.29,No
2277,54.0,Female,74710.0,Northeast,1,1,5,309.86,Yes
2278,62.0,Female,62162.0,West,4,0,2,70.44,Yes
2279,46.0,Female,46799.0,Northeast,2,6,1,412.77,Yes
2280,53.0,Male,40176.0,Northeast,10,4,1,577.4,Yes
2281,37.0,Female,31067.0,West,4,2,0,200.48,Yes
2282,35.0,Female,54340.0,Midwest,4,2,1,205.0,Yes
2283,57.0,Female,12998.0,West,5,2,5,530.74,No
2284,62.0,Female,30420.0,Northeast,4,2,4,253.51,No
2285,58.0,Female,99502.0,South,3,3,2,374.33,Yes
2286,32.0,Male,2204.0,West,7,2,3,453.4,No
2287,32.0,Female,43767.0,South,4,0,6,485.21,Yes
2288,,Male,48518.0,West,6,3,1,283.78,Yes
2289,46.0,Male,94156.0,Midwest,7,2,4,379.92,No
2290,34.0,Female,26954.0,South,8,4,6,622.84,Yes
2291,,Male,66792.0,Midwest,1,1,3,361.97,No
2292,64.0,Male,50803.0,West,0,4,4,,Yes
2293,42.0,Female,59208.0,Midwest,7,4,3,684.0,No
2294,33.0,Female,51936.0,Northeast,4,3,4,598.93,No
2295,67.0,Male,36063.0,Northeast,3,4,3,607.03,No
2296,34.0,Male,78671.0,West,2,2,3,411.73,Yes
2297,64.0,Male,72963.0,Northeast,3,3,5,433.93,Yes
2298,64.0,Female,71151.0,West,5,3,2,447.69,Yes
2299,38.0,Female,64989.0,South,7,0,2,77.94,Yes
2300,61.0,Male,,South,2,2,1,294.23,No
2301,65.0,Female,51136.0,South,2,0,5,167.53,Yes
2302,44.0,Female,63008.0,West,5,5,0,229.61,Yes
2303,22.0,Female,75818.0,Northeast,5,3,5,600.93,Yes
2304,39.0,Male,87756.0,South,3,2,3,312.8,Yes
2305,50.0,Male,48193.0,West,3,1,5,558.9,Yes
2306,57.0,Male,18653.0,South,3,2,4,425.47,Yes
2307,19.0,Male,52134.0,Northeast,8,3,5,589.34,Yes
2308,52.0,Female,53475.0,Northeast,3,0,2,194.34,No
2309,60.0,Male,38593.0,Northeast,4,1,6,691.35,No
2310,36.0,Male,82121.0,South,4,2,2,332.72,No
2311,57.0,Female,28863.0,West,4,1,3,354.93,No
2312,44.0,Male,67546.0,Midwest,5,2,4,431.91,Yes
2313,57.0,Female,43196.0,Northeast,2,4,1,339.03,No
2314,53.0,Female,21760.0,South,1,4,2,335.42,No
2315,56.0,Male,68110.0,West,5,2,3,296.77,Yes
2316,19.0,Male,82771.0,South,5,3,1,427.2,No
2317,58.0,Female,67705.0,Midwest,4,2,1,181.2,Yes
2318,35.0,Male,8067.0,West,3,2,1,219.3,No
2319,63.0,Male,103690.0,Northeast,7,2,3,341.44,Yes
2320,40.0,Female,39618.0,South,0,0,4,181.43,No
2321,43.0,Male,68472.0,West,8,2,7,718.97,No
2322,,Male,54997.0,Northeast,5,1,3,308.52,Yes
2323,65.0,Male,113099.0,Northeast,5,0,2,190.06,No
2324,18.0,Male,63112.0,Midwest,6,2,5,658.28,No
2325,53.0,Female,51415.0,Midwest,3,1,6,366.31,Yes
2326,67.0,Male,21144.0,Midwest,2,1,0,109.22,Yes
2327,37.0,Female,54842.0,South,8,0,3,108.01,No
2328,48.0,Female,1452.0,Midwest,6,2,3,261.83,No
2329,25.0,Male,65846.0,Midwest,3,0,3,145.95,No
2330,57.0,Female,80608.0,South,4,2,2,282.08,Yes
2331,41.0,Female,31571.0,Northeast,4,2,1,,No
2332,37.0,Male,61369.0,Midwest,8,2,3,279.88,No
2333,32.0,Female,60333.0,West,4,1,4,325.25,Yes
2334,47.0,Female,83741.0,Northeast,2,4,4,546.19,No
2335,37.0,Male,30515.0,Northeast,5,1,3,216.18,Yes
2336,55.0,Male,60376.0,West,3,1,5,302.17,No
2337,19.0,Female,65630.0,South,2,2,3,413.9,Yes
2338,23.0,Male,41252.0,Midwest,3,1,0,111.8,Yes
2339,59.0,Male,95625.0,Midwest,5,4,6,704.22,No
2340,35.0,Female,73476.0,West,2,2,3,523.69,No
2341,53.0,Male,77665.0,West,8,1,4,316.7,Yes
2342,31.0,Female,37941.0,West,4,3,1,288.12,No
2343,43.0,Male,57502.0,South,3,1,7,525.85,Yes
2344,51.0,Female,72642.0,South,7,3,3,365.87,Yes
2345,47.0,Female,58756.0,Northeast,5,2,5,619.25,No
2346,24.0,Male,53988.0,West,5,2,0,86.82,No
2347,47.0,Female,17984.0,Midwest,5,1,4,,No
2348,35.0,Female,51702.0,Midwest,3,3,4,514.47,Yes
2349,39.0,Female,70418.0,South,6,2,3,396.46,Yes
2350,34.0,Female,61794.0,Midwest,3,3,3,564.56,No
2351,48.0,Male,54717.0,West,7,3,4,580.04,No
2352,34.0,Male,53400.0,Midwest,4,2,2,317.86,No
2353,48.0,Female,90019.0,South,5,1,1,159.26,Yes
2354,30.0,Female,91682.0,South,8,2,1,240.64,Yes
2355,44.0,Male,90824.0,Northeast,2,1,2,204.66,Yes
2356,37.0,Female,46018.0,Midwest,4,1,3,299.02,No
2357,34.0,Male,82882.0,South,4,2,2,200.83,Yes
2358,46.0,Female,54511.0,South,1,1,3,239.29,Yes
2359,56.0,Female,,West,4,1,0,104.05,No
2360,52.0,Female,67426.0,Midwest,0,1,1,101.07,Yes
2361,25.0,Female,60314.0,South,6,2,6,759.99,Yes
2362,60.0,Female,74849.0,South,6,2,2,231.42,No
2363,55.0,Male,60187.0,Northeast,3,0,4,294.54,No
2364,32.0,Male,15685.0,Midwest,2,2,2,376.65,Yes
2365,67.0,Male,50827.0,West,4,2,7,497.56,No
2366,18.0,Male,65988.0,Northeast,5,2,1,257.22,No
2367,50.0,Male,-9783.0,West,6,1,2,141.61,No
2368,20.0,Male,68313.0,Midwest,3,0,3,166.45,No
2369,56.0,Female,31709.0,Northeast,6,5,4,636.09,No
2370,55.0,Female,64814.0,West,3,1,4,337.42,No
2371,65.0,Male,64383.0,Midwest,5,3,4,646.75,Yes
2372,32.0,Male,69909.0,West,2,1,5,274.69,No
2373,59.0,Male,76406.0,South,2,1,3,277.85,No
2374,35.0,Female,31260.0,South,3,2,5,328.8,Yes
2375,55.0,Male,,West,4,1,4,334.29,No
2376,48.0,Male,32395.0,Northeast,4,2,6,459.16,No
2377,37.0,Female,63126.0,Northeast,5,2,1,228.0,No
2378,24.0,Male,,Northeast,3,3,4,559.29,Yes
2379,54.0,Female,83007.0,South,8,5,3,583.26,No
2380,-5.0,Male,43694.0,Northeast,2,5,5,796.01,No
2381,25.0,Male,62150.0,Midwest,5,1,5,,Yes
2382,31.0,Male,71360.0,Northeast,4,5,7,734.76,No
2383,67.0,Male,43482.0,West,1,0,3,251.65,Yes
2384,32.0,Male,39702.0,Midwest,2,2,4,423.94,Yes
2385,24.0,Male,47494.0,Northeast,5,2,2,225.99,No
2386,50.0,Male,65650.0,South,3,2,1,174.31,No
2387,69.0,Male,46831.0,Northeast,2,1,3,370.52,No
2388,51.0,Female,60224.0,South,4,3,2,438.9,Yes
2389,21.0,Female,17219.0,South,5,3,2,506.36,No
2390,18.0,Female,79236.0,Midwest,5,2,3,437.78,Yes
2391,58.0,Male,58104.0,West,3,1,3,176.73,No
2392,31.0,Male,44884.0,West,5,2,2,291.72,No
2393,48.0,Female,61244.0,Midwest,2,2,3,319.99,No
2394,55.0,Female,51594.0,West,7,2,4,419.29,Yes
2395,67.0,Female,48022.0,South,3,2,4,585.62,No
2396,37.0,Female,43338.0,West,1,1,2,152.46,No
2397,20.0,Male,46611.0,South,7,2,2,315.36,Yes
2398,52.0,Female,81899.0,Northeast,5,2,1,274.26,No
2399,63.0,Female,86910.0,Northeast,4,3,1,271.95,Yes
2400,50.0,Female,51706.0,Midwest,0,1,0,56.81,Yes
2401,32.0,Female,112771.0,West,6,1,2,,No
2402,20.0,Female,43227.0,Northeast,5,2,5,681.23,Yes
2403,45.0,Male,46424.0,Midwest,3,1,5,505.26,Yes
2404,44.0,Male,68486.0,Northeast,3,3,2,384.88,No
2405,64.0,Female,58977.0,West,7,3,6,819.98,Yes
2406,64.0,Male,67012.0,Northeast,3,1,1,137.24,No
2407,50.0,Female,80437.0,Midwest,6,1,3,217.18,Yes
2408,36.0,Male,43662.0,Midwest,3,2,2,294.42,Yes
2409,50.0,Male,68704.0,Midwest,0,1,4,395.34,No
2410,48.0,Female,50491.0,Northeast,7,1,1,124.35,No
2411,21.0,Male,48882.0,South,3,4,2,372.1,Yes
2412,49.0,Female,51060.0,South,3,5,6,729.65,No
2413,59.0,Female,72259.0,West,4,1,2,180.69,Yes
2414,45.0,Male,80391.0,Midwest,3,1,3,362.51,No
2415,33.0,Female,75991.0,West,7,3,2,325.25,Yes
2416,66.0,Male,34190.0,Midwest,4,0,2,152.77,Yes
2417,60.0,Male,60030.0,South,4,3,1,301.88,Yes
2418,45.0,Female,,West,5,1,2,179.74,Yes
2419,32.0,Female,63517.0,West,4,3,5,551.49,Yes
2420,65.0,Female,67206.0,West,7,2,4,572.48,No
2421,39.0,Male,51154.0,South,4,0,6,502.3,No
2422,48.0,Female,78412.0,West,4,1,3,180.41,Yes
2423,38.0,Male,67210.0,South,3,0,2,81.07,No
2424,49.0,Female,53270.0,West,3,0,6,395.93,No
2425,24.0,Female,20348.0,Northeast,1,2,1,284.63,No
2426,50.0,Male,22730.0,Midwest,4,2,4,,Yes
2427,25.0,Male,48400.0,Northeast,2,2,6,515.43,Yes
2428,31.0,Male,94691.0,South,5,2,2,323.06,No
2429,42.0,Female,54165.0,Northeast,5,3,2,388.63,No
2430,49.0,Male,82730.0,Northeast,4,3,5,608.13,No
2431,45.0,Male,,Northeast,4,2,1,,Yes
2432,19.0,Female,79063.0,Midwest,3,2,4,365.17,Yes
2433,34.0,Male,51234.0,West,2,2,3,277.15,Yes
2434,44.0,Female,86056.0,West,1,1,5,514.44,No
2435,19.0,Male,61576.0,South,1,2,5,478.37,Yes
2436,25.0,Female,55329.0,South,3,3,2,283.25,No
2437,55.0,Female,23093.0,Midwest,2,3,4,388.57,No
2438,37.0,Female,94593.0,West,6,2,8,993.48,No
2439,66.0,Male,42744.0,Midwest,4,3,3,541.92,No
2440,54.0,Female,30198.0,South,11,3,2,298.83,Yes
2441,38.0,Male,84660.0,West,5,2,1,241.53,No
2442,,Male,85225.0,West,2,2,1,146.31,No
2443,48.0,Female,43824.0,West,4,1,4,423.73,Yes
2444,37.0,Male,60415.0,Midwest,4,1,1,103.11,No
